skill,degree,closeness,degree - closeness
pl/sql,267,0.32316247394368974,-0.7475687301324546
bitbucket,247,0.32688615677102445,-0.7601314710517804
bootstrap,246,0.3276051804867704,-0.7620674717369919
api rest,243,0.3219593590798768,-0.7487231436295072
gitflow,243,0.32712548039637157,-0.7614034747284982
scala,241,0.32433537104538174,-0.7548973946223738
entity framework,238,0.32468890219739777,-0.7562785776219664
swagger,235,0.32375763458950113,-0.7545062005959267
slack,231,0.32935594990243733,-0.7689319389204163
helm,231,0.31728209872990876,-0.7392964694592614
jquery,229,0.3259026371527309,-0.7607980149897863
rust,223,0.31725393843003036,-0.740596509210889
redshift,223,0.32247249572603165,-0.7534055452978019
mlflow,223,0.3214671255133238,-0.7509378473106303
owasp,220,0.32334761708097504,-0.7560669801664305
asp.net,217,0.326041361291379,-0.7631922552235971
notion,217,0.3300350970353766,-0.7729949463439297
dynatrace,214,0.32073638729656806,-0.7506845427847461
aws lambda,213,0.3189619385149749,-0.7465002735584605
trello,208,0.3285386143649956,-0.7708621092607706
hadoop,202,0.3237087684629896,-0.7600340415446052
canva,202,0.2896599328184937,-0.6764606054874984
kibana,198,0.32715542049159363,-0.769178486382672
after effects,197,0.26378776869215426,-0.6138126711055895
blockchain,196,0.3272053328310944,-0.7696432869735907
abap,191,0.31755457291816325,-0.7468110602987063
sonarqube,191,0.3200567190829266,-0.7529526198718363
jmeter,190,0.3201522726637843,-0.7533583026925657
wordpress,179,0.32568488042499716,-0.7688207754518211
hugging face,177,0.32285113270731464,-0.7622075842454374
openshift,175,0.31955123585653067,-0.7544502222023448
zabbix,175,0.3213130093148396,-0.7587745245956012
unix,171,0.3236208465980642,-0.7651237296111504
webpack,169,0.32124562993539607,-0.7596360105415102
openstack,165,0.3111146678911877,-0.7354539747512829
numpy,164,0.3195036311674599,-0.7562159702551202
grpc,161,0.3223367912971461,-0.7636834440158528
google sheets,155,0.3199994143079423,-0.7589731828961686
vault,153,0.32107249836442575,-0.7619493755639708
premiere,152,0.3011204193213933,-0.7131478091065622
cucumber,150,0.31368104992901935,-0.7443203767449766
tailwind css,147,0.3180443210509077,-0.7555435335047475
opentelemetry,144,0.3150079423322207,-0.7486041260801459
objective-c,144,0.3176015985331553,-0.7549702985662222
cassandra,143,0.32032441296631886,-0.7618246370513639
oracle cloud,142,0.31690703862147457,-0.75360777957623
sentry,141,0.3211013406657521,-0.7640739089919122
splunk,139,0.32022875661819383,-0.7622744267855645
azure functions,137,0.3200758252357537,-0.7622413440713912
room,135,0.3274251281754284,-0.7806226208657511
clickup,134,0.3183653585747545,-0.7585564099488284
relay,133,0.307669144800409,-0.7324735194620872
sass,132,0.3221721608193918,-0.7682425595908204
arm,131,0.3192943389273026,-0.7613500426270801
miro,130,0.32252098928910516,-0.7694410548183368
argocd,129,0.3171132118782073,-0.7563387197572584
zoom,125,0.3218820463116751,-0.7687284834021837
metabase,125,0.3244924009100208,-0.7751356423837414
quarkus,124,0.3122379563496813,-0.7452280483942083
rxjs,123,0.31880073647689916,-0.7615076468425466
jasmine,120,0.3173008750406396,-0.7583396467633924
vmware,120,0.3173196535738136,-0.7583857389868638
kubeflow,119,0.3115937926158203,-0.7445026625441549
talend,117,0.3195702817044182,-0.7644233782215416
apollo,117,0.32222056408874566,-0.7709285406209987
unity,115,0.3277754118129801,-0.7849052971030998
elk stack,114,0.3140117239494424,-0.7512932402058945
svn,112,0.3165795876619566,-0.7579383945177036
siem,111,0.315573419642549,-0.7556398832604369
pytest,100,0.31349764289520715,-0.7524274491047371
puppet,100,0.3168414942494742,-0.7606349881306856
xunit,100,0.3171694875147429,-0.7614400530811672
hive,100,0.3124836195726158,-0.7499385119147599
mocha,99,0.3152487174527709,-0.7568966358271131
adobe xd,99,0.31698197968883995,-0.7611509569489495
waf,98,0.3217854575505913,-0.7731123185881574
jetpack,96,0.3044546128236175,-0.7309157605210179
sketch,95,0.31898091417911406,-0.7667419548973302
scss,93,0.31410370160730683,-0.7551130450595006
centos,92,0.3221044206678318,-0.7749220886480926
swiftui,92,0.30641198882399795,-0.7364047524614981
active directory,90,0.32420789614443873,-0.7804273942747811
electron,89,0.3237478601839645,-0.7794693732822197
bpmn,88,0.31668242788002643,-0.7622982965861939
sast,88,0.31280264782899064,-0.7527753116184746
circleci,87,0.31619686185272916,-0.7612776116179991
cobol,86,0.3083060310756557,-0.7420805805769716
chef,85,0.31644879667345754,-0.7622382797649558
ajax,84,0.315982566899651,-0.7612650559540696
kinesis,84,0.3143983925434929,-0.7573766735247841
robot framework,84,0.3122925147904204,-0.7522077613899301
vite,83,0.3050782467389319,-0.7346713648644453
llamaindex,83,0.30918606732040066,-0.7447540791247476
storybook,82,0.31307661955136795,-0.7544746495478964
dax,82,0.31461977387846074,-0.7582623476303825
totvs,81,0.319417978460427,-0.7702107659162396
dart,81,0.31521165117205924,-0.7598862652977729
nginx,80,0.316504836718912,-0.7632315557918768
vercel,80,0.3148969393572989,-0.7592849448492826
parquet,79,0.3162994535254537,-0.7628985842712909
qlik,78,0.3201522726637843,-0.7725265381880303
keycloak,78,0.312903048433762,-0.7547331961784236
elixir,77,0.3065083282705498,-0.7392083936396386
windows server,77,0.3175075612267856,-0.7662061947316648
ssis,75,0.31285740380655436,-0.7551345955575479
dast,75,0.3114489957559599,-0.7516776344623834
pinecone,75,0.3108711515545284,-0.7502593062139955
gherkin,75,0.3124836195726158,-0.7542171359092832
indesign,74,0.2691303895814646,-0.6479770534084794
asana,74,0.3194655576272367,-0.7715255644947047
microsoft dynamics,73,0.3133327598431936,-0.7566436548124027
macos,72,0.3145459454673664,-0.7597925841594627
uml,72,0.3142417691684529,-0.7590459783508895
google tag manager,72,0.31558270667667615,-0.762337331872348
ocr,71,0.31660762836945544,-0.7650241642538477
risc-v,70,0.282747992745701,-0.6820862677690288
karma,68,0.3161129726991556,-0.7643234585245742
openid connect,67,0.3170569562081916,-0.7668116267815712
google docs,64,0.3101787681613287,-0.7504424341630139
pulumi,63,0.31028646912249586,-0.7508779329316994
cloudflare,63,0.3097666061838771,-0.7496019206617721
nunit,62,0.31122301987675455,-0.7533478573678919
clickhouse,61,0.31457362706073677,-0.7617431236505494
android sdk,61,0.2922571779372467,-0.7069670263614437
uikit,60,0.30466220730932025,-0.7375865232072638
spring cloud,58,0.3065959621704442,-0.7426752467471597
perl,58,0.3136168330615464,-0.7599080916705244
sas,58,0.3118293748836388,-0.7555207457038127
keras,57,0.3082439958858678,-0.746891518000655
symfony,57,0.3099815104605844,-0.7511562765587598
okta,56,0.3154620178528949,-0.7647794184941203
soapui,56,0.3056347367289932,-0.7406581927582742
flink,55,0.31107856732633604,-0.7541913108875046
logstash,54,0.308261717678255,-0.7474484513155494
delphi,53,0.3135709799658885,-0.7606512692799158
nexus,53,0.3216985772146594,-0.7806005925419544
faiss,52,0.3085988193292888,-0.7486181628706576
virtualbox,51,0.2648497214767827,-0.6414064160890708
microsoft excel,51,0.3081819856556344,-0.7477661826130206
express.js,51,0.307369306720748,-0.745771448587199
data mart,50,0.3098919307846913,-0.7521344164658397
core data,50,0.3154620178528949,-0.765806288252806
autocad,50,0.24491264983152805,-0.5926416855402865
ldap,49,0.31722578312843025,-0.7703066245545095
bitrise,47,0.29520179411092484,-0.7165906654022135
istio,47,0.3071316160066864,-0.7458726125967654
chai,47,0.2931119413112876,-0.7114610867833486
svelte,47,0.30692064377553613,-0.7453547777299888
cobit,46,0.3119472996530561,-0.7578639335382819
activemq,46,0.3077309488011437,-0.7475148299155977
ips,46,0.31783693567899035,-0.7723201435817703
weaviate,46,0.3104032295965918,-0.7540739877827513
matplotlib,45,0.29948892288648427,-0.7274557845407744
nomad,45,0.29909632033228617,-0.7264921350109722
prefect,45,0.31556413315500725,-0.766912656767127
crowdstrike,44,0.30179838942005677,-0.7332955536991849
xgboost,44,0.28725457054119785,-0.6975975072288367
microsoft teams,44,0.30682404500353233,-0.7456311093092497
rancher,44,0.30601850273595843,-0.7436538923526027
babel,43,0.3030264601806673,-0.7364810188623669
ids,42,0.31052007797745573,-0.7550453739252819
fivetran,42,0.310475125883015,-0.7549350382583123
trino,42,0.3043336466362089,-0.7398606748208075
cka,42,0.3030778467263992,-0.7367782929573335
openai api,41,0.3099187992506996,-0.7537406702026668
ray,41,0.30337794927075723,-0.7376860446270574
lxc,40,0.2910119778792764,-0.7075047061668364
dagger,40,0.29511243010907495,-0.7175693346848364
testng,39,0.2967457280038038,-0.7217494366201959
protheus,38,0.30505221098834967,-0.7423089828697169
material ui,38,0.30584394423801997,-0.7442523053611662
google data studio,38,0.3023429675446446,-0.7356590995647582
pentaho,38,0.30641198882399795,-0.7456465802896685
sqlite,37,0.3094983945068534,-0.753393359572913
framer,36,0.308261717678255,-0.7505290605916062
plotly,36,0.3039627079246423,-0.7399770693134402
snyk,35,0.3036012675992598,-0.7392610529547784
superset,35,0.29727220837949314,-0.7237262713391163
checkpoint,34,0.32232710249401714,-0.7853950725788482
ionic,34,0.31458285534127717,-0.7663866885334287
gatling,33,0.30431637359876995,-0.7413585824998037
netsuite,33,0.31225614037835464,-0.7608468727365134
cocoapods,33,0.29090934764455145,-0.7084508132591842
ckad,33,0.29838890235609816,-0.7268095052845935
elastic stack,33,0.3086965390314197,-0.7521097717483053
fortinet,32,0.29489331132090685,-0.7184006636359753
seaborn,32,0.2971898227107906,-0.724037489217936
celery,31,0.30391963419321666,-0.7407270689187838
kotlin multiplatform,31,0.2946016585954246,-0.7178559421074433
jaeger,31,0.30176441841719537,-0.7354370557821467
firestore,31,0.3052432430865462,-0.7439758890654187
dask,31,0.30316352970918964,-0.738871197827975
mariadb,31,0.315387793678817,-0.768875858013058
burp suite,31,0.30973081777117023,-0.7549907161177365
android studio,31,0.3131497597498381,-0.7633825663360668
micronaut,30,0.2877170017674185,-0.7011285818379124
pulsar,30,0.3006645088564307,-0.7329084543451656
airbyte,30,0.28980083703682014,-0.706243390328259
groovy,29,0.3125564829308186,-0.7622686483894867
avro,29,0.3088476821771681,-0.7531653349643223
semrush,28,0.29247239527815233,-0.7131430645938228
specflow,28,0.3003445096592386,-0.7324653008879234
bamboo,28,0.3113133708666741,-0.759388554014997
opencv,28,0.29995805238806866,-0.7315167350580036
prophet,28,0.29456928834395824,-0.7182899236636439
blazor,27,0.31053806246013715,-0.7576566915352644
vb.net,27,0.3042300378141584,-0.7421735396324598
automl,27,0.31043917357709105,-0.7574139671193607
oscp,27,0.3024367648947586,-0.7377719212855891
teradata,26,0.2986548313060061,-0.7286602470543728
vba,26,0.3020023761651869,-0.7368768518498519
fastify,25,0.297875010357596,-0.7269173084652064
codeigniter,25,0.29520179411092484,-0.720355854517394
raspberry pi,25,0.284767782161974,-0.6947453978327851
heroku,25,0.3018408639309105,-0.7366515623316767
figjam,24,0.29927161120990886,-0.7305164335546672
assembly,24,0.30264161580654914,-0.7387881661510505
unittest,24,0.30657843138182445,-0.7484511457660987
argo workflows,24,0.2920820497051113,-0.7128695347011094
appdynamics,22,0.3113495259530067,-0.7605041670372499
artifactory,22,0.30762501428249395,-0.7513622909041122
phoenix framework,21,0.2806831664146959,-0.6854042200648882
hilt,21,0.28917564309450305,-0.7062491459876655
vitest,21,0.299790337513935,-0.7323030908153363
microsoft project,21,0.28930827099966155,-0.7065746833971347
zeromq,21,0.2994220241490327,-0.7313990595065412
grails,21,0.2974453670496354,-0.7265473216254542
single sign-on sso,21,0.31097933395799254,-0.7597666695592338
vagrant,20,0.2813311743545782,-0.6871659113415446
scada,20,0.28629593050174756,-0.6993519882675454
clojure,20,0.29275984528306687,-0.7152177751125209
cypher,20,0.2841640928763139,-0.6941193571921824
locust,20,0.305208492183676,-0.7457731869512145
couchbase,20,0.30195135363162295,-0.7377784859473008
palo alto,20,0.29084622654932074,-0.7105207659533174
nagios,19,0.3009936388939135,-0.735598904079633
spacy,19,0.3022151557893486,-0.7385971377114436
wireshark,19,0.31165718358734756,-0.7617727527211468
travis ci,18,0.29844703383912097,-0.729519364377784
mllib,18,0.2746657541333296,-0.6711478159465997
edge computing,18,0.30903459287819757,-0.755506704960931
karate,18,0.29279181905456536,-0.7156385451885185
feast,18,0.2564510432350462,-0.6264395036727127
sap hana,17,0.27827949585762185,-0.6801889503555164
primeng,17,0.30012595502024786,-0.7338114494319882
polars,17,0.2933203964242309,-0.7171070921348522
nltk,17,0.29622110916475947,-0.7242269400283818
adobe analytics,17,0.30462758857091804,-0.7448607842059448
lightgbm,16,0.2796219132431149,-0.6836550812202438
f#,16,0.2987796487384987,-0.7306780631259773
haystack,16,0.29147075026157093,-0.7127382496801641
metasploit,16,0.30277833732031106,-0.7404929110694898
beam,16,0.3056521597558276,-0.7475467562600212
solr,16,0.29535627765647,-0.7222753415994358
mqtt,16,0.29927161120990886,-0.7318855932329147
invision,16,0.2915658493399346,-0.712971671957146
luigi,15,0.3026672416842635,-0.740391369934146
nhibernate,15,0.3013827709416108,-0.7372386150323594
drupal,15,0.31573137359773457,-0.7724575000218742
bigtable,15,0.29608206894012523,-0.7242279533931693
unreal engine,15,0.3008585240544695,-0.7359518422875263
peoplesoft,14,0.3003445096592386,-0.7348613303248565
maya,14,0.268745936867161,-0.6573021053837408
nuxt.js,14,0.30404027141688283,-0.7439326393164376
sap erp,14,0.29062551826314315,-0.7110059035354691
blender,14,0.26604560927068394,-0.65067410617479
haskell,14,0.28573142480344943,-0.6989932693566749
ada,14,0.3098650669770121,-0.7582296973531013
solidity,13,0.2852981183088157,-0.6981008562846777
netlify,13,0.29948892288648427,-0.7329324232537643
cuda,13,0.2944883938285675,-0.7206585411205564
lookml,13,0.295340008616967,-0.7227488438494575
orc,12,0.2883824222905327,-0.7058424769073576
cordova,12,0.2883203928931104,-0.7056902247148521
ibm cloud,12,0.30604470369797815,-0.749194841764697
monday.com,12,0.2414604573838341,-0.5906717299617804
cyberark,12,0.296458597060529,-0.7256655828359568
ocaml,12,0.28274053768749063,-0.691994376871369
ios sdk,12,0.27046762441670336,-0.6618703061636424
proxmox,12,0.2767997824752447,-0.6774126939308596
julia,11,0.2311398105977811,-0.5655106749236559
qgis,11,0.29395560232657497,-0.7196930853953494
ethereum,11,0.29629477157585804,-0.725434615406033
saltstack,11,0.2815453784098261,-0.689231983412602
tenable,11,0.2999832258056188,-0.7344879879483128
transact-sql,11,0.2810509860535567,-0.6880184891126735
nmap,11,0.29283179609157445,-0.7169346842123538
kedro,10,0.2801844739861902,-0.6860627657233901
visual basic,10,0.2947150105225487,-0.7217282104621185
chakra ui,10,0.2905782672033778,-0.7115745048588175
framer motion,10,0.29068854358561824,-0.7118451800817827
nessus,10,0.3001175554245181,-0.7349888472023759
three.js,10,0.29852180760741204,-0.7310720575197971
fedora,10,0.26182977763632814,-0.6410108568193986
catboost,9,0.2784023150961487,-0.6818595719070796
zeplin,9,0.24534972367981,-0.6007314339555665
rollup,9,0.29352111383569984,-0.7189689160536069
duckdb,9,0.2791923864946616,-0.6837988153570929
qualys,9,0.27542765636393524,-0.6745582223412966
pfsense,9,0.26410610971784,-0.6467692969115382
chromadb,9,0.2867706148813568,-0.702399703567025
ethers.js,9,0.2733216183125212,-0.6693889167514845
lua,9,0.29180386875489006,-0.7147539093070064
solidjs,8,0.2923288818491796,-0.7162137076798695
statsmodels,8,0.28808028081005416,-0.7057854454337592
networkx,8,0.2772434750865704,-0.6791863246987374
digitalocean,8,0.2906412720314792,-0.7120714411817864
microsoft windows,8,0.2941007178123377,-0.7205627086594261
codecommit,8,0.3019428515521176,-0.7398113569684533
gremlin,8,0.28462417382082644,-0.6973023730759697
trivy,8,0.27068609584191883,-0.6630911277666898
datasul,8,0.2913123895811974,-0.7137187104221735
couchdb,8,0.30247088745306333,-0.7411074299109852
red hat enterprise linux,7,0.2893941539029404,-0.7091815138552983
influxdb,7,0.2991964613954258,-0.7332414413955153
puppeteer,7,0.28983216770381515,-0.7102566260489059
hbase,7,0.2868319791599384,-0.7028926131337835
apache tomcat,7,0.3020619242520903,-0.7402747678600629
verilog,7,0.27218387666565447,-0.6669386007867598
crystal,7,0.281486255062827,-0.6897714440085451
cognos,7,0.29924655707753467,-0.7333644020843676
milvus,6,0.30045390638742137,-0.7364990061004854
erlang,6,0.2811541483672021,-0.6891274275342982
hardhat,6,0.25822337634544057,-0.6328434644258395
harbor,6,0.265834561413854,-0.6515252453617665
mural,6,0.2473645445981282,-0.6061902804472681
lumion,6,0.20002425571008664,-0.48999275029914774
weights & biases,6,0.2750532324332074,-0.6741526274259159
openssl,6,0.26617768443600803,-0.6523674465533467
materialize,6,0.30031927557267357,-0.7361685525159599
microstrategy,6,0.27234978343255595,-0.6675169666782592
bing ads,6,0.26743896982002285,-0.6554632926049213
oracle e-business suite,6,0.26785313782623843,-0.6564798748970665
xamarin,6,0.2846392836670769,-0.6976817503656441
podman,6,0.29452074630248437,-0.7219359655268727
tekton,5,0.2981234465630652,-0.7309499984786032
microsoft visio,5,0.2792360068972074,-0.6845904622031771
substance painter,5,0.24961593046725922,-0.6118874896442592
gensim,5,0.2430585546561222,-0.5957923011398303
stata,4,0.2812868969617673,-0.6897955510974948
kerberos,4,0.2819747665756891,-0.6914839385594024
iptables,4,0.2763575077409854,-0.6776962828833054
truffle,4,0.25821094083490137,-0.6331552311769812
ros,4,0.2401626026936341,-0.5888552836153361
content management systems cms,4,0.297875010357596,-0.730511352620606
vanilla js,4,0.2527517942082508,-0.6197556645576596
thanos,4,0.29055464743472664,-0.7125433995006544
sparql,4,0.2885065611900631,-0.707516337588906
firebird,4,0.27975321853473484,-0.6860311117700524
domo,4,0.25499965217400555,-0.6252730694970804
spss,4,0.23769257171391903,-0.5827925513005628
zbrush,4,0.20882342212325627,-0.5119327412169153
graylog,4,0.29881295100937544,-0.7328135436237078
microsoft sharepoint,4,0.2695904762268008,-0.6610864909523277
akka,4,0.2833232152203085,-0.6947937282906589
lisp,4,0.2450133747543459,-0.6007615846964138
perforce,4,0.2693399400430365,-0.6604715457027329
microsoft outlook,3,0.28390829930034833,-0.6964009719018528
knime,3,0.28198218130567343,-0.6916732830978326
webassembly,3,0.28697014485317535,-0.7039163229757534
ghidra,3,0.2779477041256954,-0.6817705914420827
godot,3,0.28204893142749754,-0.6918371223872672
arangodb,3,0.2972969329878973,-0.7292635970165908
openvas,3,0.27083649979475316,-0.6643160215811278
cisco webex,3,0.20644745919322058,-0.5062720454617704
tecton,3,0.2926400058092309,-0.7178330914377079
unix shell,2,0.2695227177940899,-0.6612624666665341
fpga,2,0.2527339234709747,-0.6200540904539512
cloud foundry,2,0.285017551904993,-0.6992947959157245
portainer,2,0.2932000976888898,-0.7193789912754385
openvpn,2,0.27642874675517376,-0.6782134301536209
trpc,2,0.26427533757728405,-0.6483826842388656
hyperledger,2,0.2800966533335107,-0.6872163681421226
botpress,2,0.2711446654244976,-0.6652435642286696
matlab,2,0.2812573864419822,-0.6900654069531134
mdx,2,0.25596134080137145,-0.6279758402226577
microsoft team foundation server,1,0.2288314705491327,-0.5615562652989058
pascal,1,0.19687707227864906,-0.48312366077507707
suricata,1,0.22891451324310932,-0.5617600949789433
hapi.js,1,0.24739307832033997,-0.6071160417441498
ibm websphere mq,1,0.25784463134178404,-0.6327695532843106
arduino,1,4.660918200885574e-05,0.0
timescaledb,1,0.26619750702198036,-0.6532718262207626
pvsyst,1,0.16438514230115364,-0.4033716756940492
zscaler,1,0.24514219945303256,-0.6015912219513879
altair,1,0.2568810725326017,-0.6304044820857752
adobe acrobat,1,0.19839229580539952,-0.4868428022413896
sap concur,1,0.2357694165484567,-0.5785855696896977
cockroachdb,1,0.27443379073252605,-0.6734879222194154
tibco spotfire,1,0.28857643629907037,-0.7082012820909441
fortran,1,0.24339507859806292,-0.5973028846178777
vhdl,1,0.1950152828412282,-0.4785538674897892
lorawan,1,0.22770900925558907,-0.5588011652971908
llvm,1,0.24374915608659037,-0.5981719737302243
microsoft powershell,1,0.2497205619876451,-0.6128288892985986
microsoft visual studio,1,0.25699188469991746,-0.6306764724021611
shiny,1,0.22806738494807324,-0.5596808044229736
meteor,1,4.660918200885574e-05,0.0
pycaret,1,0.2763575077409854,-0.6782097177626483
sisense,1,0.28857643629907037,-0.7082012820909441
gerrit,1,0.26462097455516376,-0.6494022009365644
