skill,degree,closeness,degree - closeness
azure devops,1075,0.33180358602150883,-0.6888982908161373
spring boot,1067,0.32471545199582214,-0.6720479597182484
grafana,1048,0.33294504584103934,-0.6956478338469237
google cloud,1032,0.33760542379536485,-0.7097599914116688
spark,1031,0.3367430095879158,-0.707713610067126
rabbitmq,958,0.3227689139097276,-0.6826585206416855
redis,898,0.32718889218990194,-0.7024381177915147
shell,790,0.3324528234061061,-0.7312082478312504
canva,772,0.3247982171917429,-0.7143467846104807
after effects,724,0.28533176715530784,-0.6210179326580219
datadog,692,0.31674503522147723,-0.7053193913259643
premiere,692,0.3061606548149453,-0.6784531927202669
safe,687,0.33550913981585573,-0.7536614486679346
prometheus,676,0.3229938969940066,-0.7234635772289448
google analytics,659,0.3262395473926279,-0.7341274234790524
looker,653,0.3287080839507149,-0.7412493207617539
github actions,650,0.32261909923176624,-0.7262217491565719
tiktok,587,0.3149963964442735,-0.7158615827354075
junit,558,0.3094568354188541,-0.7059381226625012
kotlin,547,0.3117151839813123,-0.7132398709466722
graphql,534,0.32086577135336375,-0.7383214490374842
confluence,513,0.3254341547924418,-0.7529134666165893
php,512,0.3272379050565442,-0.7576345767507116
active directory,504,0.3197720632661492,-0.7398255148219367
airflow,498,0.31903818204438256,-0.7388187556516949
servicenow,491,0.3215472299055273,-0.7461861559666148
c++,488,0.3288777543312813,-0.7652211543017626
dynamodb,483,0.3156075223501529,-0.7322508612194988
tdd,479,0.31738932035507705,-0.7373442713281503
indesign,479,0.2770199287207836,-0.6348751563132758
ansible,473,0.3192646581214978,-0.7429604596380592
autocad,472,0.3115500604170013,-0.7235212677893936
json,459,0.32102070087305823,-0.7494152325659631
trello,454,0.33092038489011355,-0.7752568435324589
bash,447,0.3164631636048687,-0.7395589779577175
bigquery,439,0.320630295760028,-0.7512777463215208
hibernate,437,0.3089254341580084,-0.7218527919123424
cypress,437,0.3132605413485323,-0.7328565395370713
selenium,436,0.3163256876230789,-0.7407794351735469
ubuntu,429,0.30520737825610267,-0.7135566873929258
dynatrace,417,0.3142454956821121,-0.738210110740266
postman,416,0.31893836824251237,-0.7502646433731286
totvs,414,0.32531645708727275,-0.7667394128420112
zabbix,413,0.3177982847099207,-0.7477988049111153
maven,409,0.3077689456654374,-0.7229121555792856
asp.net,407,0.30973890630531825,-0.7281978291084018
vue.js,404,0.3053475521753082,-0.7174793317059368
api gateway,383,0.32086577135336375,-0.7598651785281391
bootstrap,381,0.31949145596479994,-0.7566621186102773
google sheets,377,0.3219263171660475,-0.7634131907511502
react native,371,0.3136331952044314,-0.7432189066408804
tensorflow,368,0.3077132061292562,-0.7286202945358985
xml,365,0.31328621318146394,-0.7431942088021559
ruby,362,0.3140583295417387,-0.7455820830868838
pandas,353,0.31398094668365273,-0.7466697265063266
pl/sql,351,0.3113597504762025,-0.7403017248128306
golang,350,0.3118486808481137,-0.7416854442828256
restful api,346,0.3136396280460928,-0.7468020776722224
jest,343,0.3136203303127129,-0.7471811155959336
serverless,343,0.3196717898063605,-0.7625414585131568
pytorch,340,0.30593401887416233,-0.7280990698280004
flutter,340,0.3027779990770485,-0.7200881847864493
api rest,339,0.3198723996524894,-0.7636213587633611
owasp,332,0.31109370682726245,-0.7423372299908984
vmware,332,0.32018049091034684,-0.765402098834102
nlp,326,0.31255621096777153,-0.7469055279417263
django,324,0.3129207863258898,-0.7481162723619191
windows server,315,0.31195683351803943,-0.7469535465170906
hadoop,307,0.3218992098641642,-0.7733315439969529
abap,305,0.306406044671728,-0.734290786609265
scikit-learn,302,0.3045084347011422,-0.7299021283929978
siem,298,0.3198523273382542,-0.7694200313772797
cobit,292,0.31921134071032187,-0.768649065376925
next.js,291,0.3111380158582875,-0.7482993209573163
bdd,289,0.31417447537366977,-0.7562920750619089
electron,286,0.3264275817138917,-0.7878220006660439
vba,278,0.323876393980329,-0.7824877428257228
notion,271,0.3231440600449537,-0.7816275848181491
playwright,267,0.3078370991944932,-0.7433448149616223
elasticsearch,263,0.3175079434685172,-0.7684628912041905
miro,260,0.3256767419629684,-0.789625669980953
swift,260,0.31021016889250735,-0.7503670636288888
langchain,249,0.31338252004072664,-0.7599888130895127
wordpress,246,0.31088499126572583,-0.7540773885772836
nestjs,242,0.31262650144925186,-0.7590685366196165
sas,242,0.32341060161133744,-0.7864416813489503
fastapi,241,0.3061790454195234,-0.7428457144202186
protheus,241,0.3129720228696301,-0.7600882429659579
redux,239,0.30177415664247037,-0.7319501884895097
sonarqube,238,0.3126201100990975,-0.7596230083574885
redshift,236,0.30718160034928194,-0.746103855415026
snowflake,235,0.3144781504449822,-0.7647672697284252
unix,235,0.30729889000195443,-0.7465442439587374
dax,233,0.3230007195595297,-0.7866853462801245
openshift,233,0.30565272272856253,-0.7426511458479346
fortinet,229,0.30129847228458495,-0.7321695019665915
new relic,224,0.3115310189546146,-0.7588560139853688
swagger,222,0.3093128641581661,-0.7535110471959859
bitbucket,221,0.31529516207318203,-0.768838511860179
centos,221,0.32675541829538135,-0.7979279349451407
laravel,215,0.2997804321862271,-0.7303137119027183
numpy,210,0.31163895136111636,-0.7611274093178183
gitflow,205,0.31407768121649016,-0.7680309749196523
ips,204,0.32061012821862367,-0.7847548760373313
scala,202,0.3118105272198213,-0.7627043077867582
room,201,0.3239106963796576,-0.793560687474262
entity framework,199,0.304151087305817,-0.7436904696689256
dbt,195,0.31207142990586234,-0.7643652697038763
splunk,195,0.31697483656123826,-0.7768115246557986
jquery,192,0.31578349713751974,-0.7742155840151185
flask,189,0.3051830133195078,-0.7477365314399159
bpmn,187,0.31216061865404926,-0.7657330460146253
scada,182,0.30850784944089205,-0.7571746367538988
slack,181,0.32433665059043537,-0.7974953557522992
debian,180,0.285390344812289,-0.6987811152305891
aws lambda,177,0.3035172002419018,-0.7452203036856913
kibana,177,0.3101409606609321,-0.7620333107866457
sketch,174,0.31134073226890474,-0.7655066969651383
opentelemetry,167,0.3050247360046927,-0.7504735996534271
qlik,167,0.3177190480871669,-0.7826954110841637
waf,166,0.31077758038751435,-0.7652186453256774
macos,164,0.3152366633418664,-0.7768224264705391
jmeter,160,0.30348708104210015,-0.7475693054916756
blockchain,159,0.311912290981892,-0.7690975827790971
asana,147,0.32147962968059657,-0.795094321773881
blazor,143,0.27196009151096906,-0.6699702006274598
ids,143,0.31985901782975834,-0.7915514380786474
delphi,142,0.3089504003512932,-0.7640049063289129
microsoft excel,141,0.3221976414957281,-0.7977728842932738
cobol,141,0.30250845843413826,-0.7477960805315571
clickup,141,0.3168960099761109,-0.78431582021682
zoom,140,0.3156922264624315,-0.7814029454898762
cucumber,138,0.3008302033284267,-0.7439642079879969
unity,136,0.32032133866913687,-0.7937236571409655
rust,136,0.28992473058770374,-0.7165683321914433
hive,135,0.3116897689642735,-0.771956926888397
mlflow,130,0.30760797540558943,-0.7623095305702429
quarkus,128,0.2873477913670185,-0.7111687096778154
adobe xd,127,0.299451680512822,-0.7420345317585407
arm,127,0.31796348801021496,-0.7890228180514702
uml,124,0.3195982958948973,-0.7936004512960975
metabase,122,0.29889562285745225,-0.741336466187345
cassandra,120,0.30441144397880393,-0.7556225524250312
palo alto,120,0.3023888165751203,-0.7504885429274931
grpc,120,0.29904760170116274,-0.7420075795701429
hugging face,118,0.2954650860877856,-0.7331994730154114
azure functions,117,0.3032283024725308,-0.7530474204542763
sass,115,0.3041752877424263,-0.7557364885702119
vault,112,0.3070150795146717,-0.7633727171408307
elk stack,112,0.30212593731624793,-0.7509626694791567
oracle cloud,112,0.30161344534186585,-0.7496618175975408
argocd,111,0.29278356562355934,-0.7273917195518634
helm,110,0.2937791793699882,-0.7300615470080752
talend,109,0.30138160876241193,-0.7495013708626577
ssis,108,0.2896611177167937,-0.7198940707296944
apollo,106,0.29806249274676444,-0.7415045218729128
jasmine,103,0.3039636644082783,-0.7569114122067668
webpack,103,0.29670340458277883,-0.7384827867313956
google tag manager,102,0.3055122685484547,-0.7609848881690636
microsoft dynamics,102,0.30657805175402497,-0.7636901521686262
svn,102,0.3013756689210914,-0.7504850097753872
robot framework,93,0.3035172002419018,-0.7572048949255258
google docs,92,0.31243487455585595,-0.779983188290819
nginx,92,0.29305851138172934,-0.7308004112837732
objective-c,92,0.29406730894975497,-0.733361029361974
pentaho,90,0.30200063327778287,-0.7537834333420187
kinesis,90,0.29711271427103303,-0.7413764904922641
dart,89,0.2874450179590822,-0.7169797732080996
jetpack,88,0.27943460821569094,-0.6967897254111728
sast,87,0.30029850288461063,-0.7498909584589686
tailwind css,87,0.29166110483486724,-0.7279667604872421
xunit,86,0.27873170495228405,-0.6952909023789777
teradata,85,0.2968935067544366,-0.7415334473580033
circleci,84,0.28983131283903063,-0.7237502437765394
nexus,83,0.3024127373754031,-0.7558281878853389
crowdstrike,83,0.2976737408095631,-0.7437992529794277
openstack,81,0.2862236792772533,-0.7150210543570449
microsoft teams,80,0.31278637018056077,-0.7825874696418639
matlab,79,0.2978999058149511,-0.7449440195664119
dast,77,0.2992524328340527,-0.7486624691632274
parquet,77,0.28663680110570694,-0.7166403710779293
puppet,77,0.3122753648380015,-0.7817184123746659
relay,75,0.27794136476702214,-0.6948542026636175
google data studio,74,0.3058116526085886,-0.7657396746801644
sentry,73,0.3024366619605478,-0.7573156524088765
monday.com,73,0.2972860016211532,-0.7442417965652917
microsoft windows,72,0.3032703991390118,-0.7595745906247632
vercel,71,0.284996739640057,-0.7133334660824578
nagios,69,0.3064551698542478,-0.7680864748730113
adobe analytics,69,0.2982485238319373,-0.7472556493117923
ajax,69,0.30108490323279624,-0.7544551951876717
appdynamics,68,0.2806758331415954,-0.7027937850100743
vite,68,0.28590259073361235,-0.7160607975452913
pytest,68,0.2965940622105098,-0.7431988240572837
chef,67,0.30404223297783545,-0.7622470951993455
karma,66,0.2903927240948622,-0.7277433935443498
android studio,66,0.28881313159421407,-0.723733933924749
keras,66,0.29830670617793753,-0.7478313539387644
nunit,64,0.28252716106324843,-0.7080636820249147
rxjs,64,0.29621486673357333,-0.7428070118062533
perl,63,0.29961596616939196,-0.7515826530930436
semrush,63,0.27600491066164745,-0.6916510102195753
swiftui,63,0.2788740369009038,-0.6989336769802209
activemq,62,0.2881708892165547,-0.7226744330603094
ocr,62,0.3030239990762986,-0.7603758935216
rancher,62,0.2956193103289821,-0.7415806659449333
ldap,60,0.30941926477918363,-0.776894262791706
snyk,59,0.2923916797083494,-0.7338160331735768
storybook,59,0.28484809092985225,-0.7146682374086266
framer,57,0.2994692739294829,-0.7520663482715447
matplotlib,56,0.3023350086082339,-0.7594830799823912
mqtt,56,0.3026042401081918,-0.7601664668856354
elixir,56,0.2817307527200703,-0.7071835584655346
pulumi,54,0.2914998678063833,-0.732265726854666
mocha,53,0.28624511082509235,-0.7190703175298445
kubeflow,52,0.2875693477270758,-0.7225742849757822
microsoft project,52,0.29214030654313383,-0.7341766917916684
oscp,52,0.27577096601239415,-0.6926266022397338
okta,51,0.30027491537333834,-0.75496733996663
vb.net,50,0.28083047263387734,-0.7057544311671896
sap hana,50,0.2977838808472524,-0.7487870523136204
soapui,49,0.288535201339458,-0.7254539200714905
data mart,49,0.2874071998005311,-0.7225907280651223
prefect,49,0.2976215976447042,-0.7485178046231235
assembly,48,0.2978708910976168,-0.7492932567395472
wireshark,48,0.30107304716257643,-0.757421248884893
blender,46,0.27495280167917385,-0.6914059083161623
scss,46,0.28624511082509235,-0.7200690334664974
ray,45,0.2886386814411125,-0.7262872771226276
knime,45,0.2903816951269893,-0.730711546664973
cloudflare,45,0.29416913672785305,-0.7403251616663281
keycloak,45,0.28376447567894997,-0.7139151424277637
clickhouse,45,0.2924531922922955,-0.7359696016589062
gherkin,44,0.2829558503642955,-0.7120052927479091
pinecone,44,0.291549887803147,-0.7338194290306995
core data,43,0.2924699729436779,-0.7362975431840509
nessus,43,0.28282501461866305,-0.7118158677386361
openid connect,43,0.3006172973713263,-0.7569777934935702
checkpoint,43,0.3099083957964261,-0.7805612708409799
netsuite,41,0.29837655496472626,-0.751575492859687
mariadb,41,0.2998156983978836,-0.7552284523917754
xgboost,39,0.2875963901709095,-0.7244976846362127
spss,39,0.28794298319186634,-0.7253774373074818
testng,39,0.27596506226899453,-0.6949740324753371
avro,38,0.2897928642027641,-0.7302156405313865
networkx,38,0.29527680818327484,-0.7441354660161165
openai api,38,0.2846518999513637,-0.717166396145038
beam,37,0.2858277737039432,-0.7202937752896715
qgis,37,0.2863040641338187,-0.7215027372498002
figjam,37,0.2785895182165326,-0.7019210031467182
spring cloud,37,0.2793937634135546,-0.7039624085347499
trino,37,0.28451949140175375,-0.7169729789073676
firestore,36,0.2946623001327152,-0.7428610154320886
seaborn,36,0.2909784606748983,-0.7335103724370451
qualys,35,0.26184075454430233,-0.6596931760552296
cka,35,0.2804493363665705,-0.7069271033901633
llamaindex,35,0.29143320116994964,-0.7348073081760383
superset,34,0.28457244003698257,-0.7175353988726374
arduino,33,0.2844771466780879,-0.7174361906530431
istio,33,0.29414084416079517,-0.7419654314648688
android sdk,33,0.26901289631770414,-0.6781834800065228
raspberry pi,33,0.28774792189581233,-0.7257383579239538
svelte,32,0.2721585459969967,-0.6863107164147083
symfony,32,0.27942439589560997,-0.7047535311017978
datasul,32,0.27230394019138215,-0.686679768655127
ionic,32,0.283501428777249,-0.7151022119799412
artifactory,31,0.2886550271899435,-0.728326199202973
uikit,31,0.26083137286165275,-0.6577017701472282
express.js,31,0.2785286254419274,-0.7026224820203039
gatling,31,0.27811829444886066,-0.7015809440624465
groovy,31,0.29737850421787315,-0.75046889035379
dagger,30,0.24769178543130843,-0.6244923956510693
proxmox,30,0.29852800627427634,-0.7535293305563383
material ui,30,0.2870403406113276,-0.7243703344353971
burp suite,29,0.27424764276672864,-0.6920414653771504
mural,29,0.26849803457977345,-0.6774473078050781
risc-v,28,0.2520106144795025,-0.6357401720839556
nmap,28,0.27630913348609115,-0.6974167948414346
bamboo,28,0.2936437842609171,-0.7414171191485118
single sign-on sso,28,0.27923050354047907,-0.7048320714157238
fastify,27,0.27689452359234507,-0.6990453568322733
opencv,27,0.281616605561562,-0.7110313576320058
cyberark,27,0.29311468621954145,-0.7402167900028006
pfsense,27,0.2584857511306545,-0.6523186030642724
unreal engine,27,0.29047546806578756,-0.7335176960209974
sqlite,27,0.28590259073361235,-0.7219104194599724
tenable,26,0.26348755174269417,-0.6651572838542716
metasploit,26,0.2641840307070809,-0.6669251475801783
meteor,26,0.2901502801674938,-0.7328349494064632
edge computing,26,0.2973611555963608,-0.7511382230939176
flink,26,0.29128331267286234,-0.7357109114511717
ibm cloud,26,0.28750987224809643,-0.7261328354576101
fivetran,26,0.29033758763171674,-0.733310389568368
clojure,25,0.2866582945670976,-0.7241139603307791
sap erp,25,0.28252716106324843,-0.7136279565291236
automl,25,0.28774792189581233,-0.7268797475658428
babel,25,0.2808201580332995,-0.7092950923782062
codeigniter,24,0.278533698823083,-0.7036340756560278
virtualbox,24,0.2608002330664857,-0.6586214443365737
nhibernate,24,0.2751903119727042,-0.695147599198462
jaeger,24,0.28569426921357255,-0.7218096607022952
celery,23,0.27794136476702214,-0.702273235335896
podman,23,0.2831549526958606,-0.7155068194820214
micronaut,23,0.2663003738181752,-0.6727250555854932
heroku,23,0.27439527823333437,-0.6932722488418496
chai,22,0.2637147549433001,-0.666304685679016
apache tomcat,22,0.2811609403972872,-0.7105881170482616
visual basic,22,0.2843872059770738,-0.7187773060694518
crystal,22,0.30200063327778287,-0.7634852452980753
nomad,21,0.274365738425149,-0.6934826157316867
statsmodels,21,0.2780373843664725,-0.7028023080783945
lxc,20,0.25867377256850643,-0.6537945714330414
fpga,20,0.24255282128969063,-0.6128749651703875
cognos,20,0.2821778536175243,-0.7134546823940595
plotly,20,0.2896501442499433,-0.7324215029786797
nuxt.js,20,0.2658235561127728,-0.6719427763642875
travis ci,18,0.27597502328840545,-0.6979954642145888
bitrise,18,0.2644764617487159,-0.6688088112278455
drupal,18,0.28502861312209465,-0.7209760765153626
logstash,18,0.2874396147556769,-0.7270958913971582
maya,18,0.27459237295983435,-0.6944859004136978
kotlin multiplatform,17,0.26215947582484284,-0.6630703089353857
airbyte,17,0.2712413095180087,-0.6861226122666162
openvas,17,0.2619573794049963,-0.6625573301549039
cuda,17,0.2696152772654499,-0.6819952752134663
elastic stack,17,0.28712118489968186,-0.726430298635718
locust,17,0.278356240382038,-0.7041823510814506
faiss,16,0.2689088202829026,-0.680344758115792
pulsar,16,0.27513584629506743,-0.6961507393012774
zscaler,16,0.24520934663310812,-0.6201886845932518
kedro,16,0.2716219348346672,-0.687231422387867
ckad,16,0.27048325017489044,-0.6843411135512777
xamarin,15,0.2727848451645157,-0.6903258966409223
weaviate,15,0.27134719922964223,-0.6866767381897438
verilog,15,0.2549858273367893,-0.6451468753303373
hbase,15,0.2900347109494387,-0.7341110122829645
argo workflows,15,0.27600491066164745,-0.6984993480709094
julia,14,0.261370824124216,-0.6614965054372804
microstrategy,14,0.2838856412399008,-0.7186455802974062
kerberos,14,0.27950611536287,-0.7075290852838211
cloud foundry,14,0.27889438190350463,-0.7059763299989753
vitest,14,0.2753736730665812,-0.6970397593909079
adobe acrobat,14,0.21623513533361505,-0.5469291587738059
microsoft outlook,13,0.2834173567369844,-0.7175996133854212
specflow,13,0.27971062330365026,-0.7081908589025536
prophet,13,0.2653622570999958,-0.6717705828647836
trivy,13,0.26919285389291886,-0.6814937381430565
cocoapods,13,0.25894097038959696,-0.6554715122116508
karate,13,0.26780679285779535,-0.6779755169889617
gerrit,13,0.2608402713118732,-0.6602924836648657
vhdl,12,0.2374014169003797,-0.6009406103562213
lua,12,0.29002920994968623,-0.7345250702807382
unittest,12,0.2769747697909264,-0.7013891503193779
transact-sql,12,0.273326065588018,-0.6921276906964523
hilt,12,0.2489256074456659,-0.6301923171229667
ros,11,0.2711114668614658,-0.6866490765289701
shiny,11,0.2665835683720168,-0.6751559691942317
firebird,11,0.255774861008401,-0.6477203643172039
iptables,11,0.27362930472742214,-0.6930400724650178
unix shell,11,0.2811506015074235,-0.712131284732786
couchbase,10,0.26967233467457774,-0.6831388192483806
phoenix framework,10,0.23948349410178624,-0.6065108679321353
bigtable,10,0.26850746383471913,-0.6801820423628566
zeplin,10,0.2530490338312276,-0.6409441054544501
lookml,10,0.2664210060873102,-0.67488601311303
zeromq,9,0.2678537032595991,-0.6786652838881126
openvpn,9,0.2785184792340538,-0.7057355495446784
digitalocean,9,0.27060291396746106,-0.6856435705756119
materialize,9,0.28722904814957845,-0.7278454761974165
domo,9,0.25517730605569056,-0.6464889455665289
solidity,9,0.25256838110113733,-0.6398667444282241
milvus,8,0.2580234217296716,-0.6538558786062816
stata,8,0.2791999135530548,-0.7076078993431624
ios sdk,8,0.24466008648481236,-0.6199358941637969
feast,8,0.24097800153472101,-0.610589704613471
peoplesoft,8,0.2734189222627221,-0.6929340824376364
codecommit,8,0.26936830723976984,-0.6826524576752936
autodesk revit,8,0.20687952466193946,-0.5240379730401635
influxdb,8,0.281767091678409,-0.7141241350341438
rollup,8,0.26505408142181336,-0.6717017129738355
ada,8,0.26879537459591935,-0.6811981900085838
invision,8,0.2609114807771508,-0.6611866022740245
microsoft visio,8,0.2674695224044928,-0.6778327961991661
red hat enterprise linux,7,0.25798424350694676,-0.6538991067254452
haystack,7,0.26592988183693184,-0.6740674197700786
spacy,7,0.2758754454416868,-0.6993121177862274
fedora,7,0.24804535533005542,-0.6286713528632167
polars,7,0.27055503574704537,-0.6858073893061643
vagrant,7,0.2656849980955131,-0.6734458344736731
grails,7,0.26425251119614385,-0.6698097711369129
primeng,7,0.268422624374864,-0.6803947165531408
netlify,7,0.27256118327695944,-0.6908995681490315
graylog,7,0.2713086843154476,-0.6877203659131934
substance painter,6,0.20888315254743128,-0.5294091037120081
perforce,6,0.26798044347178956,-0.6794150080777143
lightgbm,6,0.2605913439909212,-0.660659350538445
dask,6,0.2751308959388844,-0.6975649109272958
couchdb,6,0.28519872550473274,-0.7231199550824992
puppeteer,6,0.27260491434711837,-0.6911532438752649
microsoft access,6,0.2512239611189337,-0.6368822413465727
chromadb,6,0.25043810192415955,-0.6348875049149639
vanilla js,6,0.20860674277160904,-0.5287074962821378
webassembly,5,0.25414249971558867,-0.6444330045728295
sparql,5,0.2678349371269202,-0.6791883448723801
zigbee,5,0.26291673226710777,-0.6667045278257363
f#,5,0.27101536723299463,-0.6872611902917117
opencl,5,0.21944691692814866,-0.5563656466259698
tekton,5,0.27681432387877225,-0.7019806084312132
nltk,5,0.26667655020643616,-0.6762480260372067
haskell,5,0.2625961681787892,-0.6658908440642092
arangodb,5,0.2754232720710961,-0.6984497192624172
orc,5,0.2657450221644582,-0.6738835402174123
altair,5,0.2672031184977154,-0.6775846076555544
thanos,5,0.27208106589422537,-0.6899662396934492
chakra ui,5,0.26455882466067915,-0.670872630131221
etap,4,0.21676542392531267,-0.5497019206359038
hyperledger,4,0.24678437237363032,-0.625898636926352
zbrush,4,0.20887744598113944,-0.5296799662176049
luigi,4,0.2657219327747277,-0.6739676064174039
harbor,4,0.23261987442782123,-0.5899450713565382
saltstack,4,0.2537081906256181,-0.6434732770208123
mllib,4,0.272969886384749,-0.6923649951820351
sap concur,4,0.2685404714431494,-0.6811218673883082
botpress,4,0.25687911680868253,-0.6515219987528507
content management systems cms,3,0.2679616595764072,-0.6797953502699007
zuul,3,0.24755945644882152,-0.6280086967137578
pvsyst,3,0.2141606686841721,-0.5432329771335302
timescaledb,3,0.2737860786612342,-0.694579399395649
tkinter,3,0.25981649928446615,-0.6591205931586123
microsoft visual studio,3,0.25385560478422325,-0.6439901302160386
openssl,3,0.2480051261050838,-0.6291399343524093
ocaml,3,0.258188972164037,-0.6549894617012977
koa.js,3,0.23550384354756984,-0.5974080873178074
suricata,3,0.2502987259651229,-0.6349617498007452
cordova,3,0.2694062731745464,-0.6834621946524162
solr,3,0.26302074487232546,-0.6672538891134451
hapi.js,3,0.23550384354756984,-0.5974080873178074
erlang,3,0.20797405088522777,-0.5275295636033999
lumion,3,0.20424341269934493,-0.518060131990183
ethereum,3,0.25845516885637215,-0.6556651453908259
pascal,2,0.25607897754944,-0.6497763628251051
tecton,2,0.2654267425558879,-0.6735036762375776
lorawan,2,0.23055756687454398,-0.5849956896487917
trpc,2,0.23782232830550337,-0.6034357414922341
oracle e-business suite,2,0.2393410559616099,-0.6072907086485301
gensim,2,0.25859503264483885,-0.6561628335772473
three.js,2,0.25594182146733263,-0.6494282212806457
catboost,2,0.24997956654930042,-0.6342943052068436
llvm,2,0.23601636155868586,-0.598851678993371
fortran,2,0.2398064809677141,-0.608472091041243
solidjs,2,0.25349789571611114,-0.6432248355284316
phaser,2,0.2353190124247831,-0.5970816065272131
framer motion,2,0.24950642167812515,-0.6330933275784869
lisp,2,0.22492792517926655,-0.570706041501707
duckdb,2,0.2553221696980724,-0.6478553670501758
ggplot,2,0.2607735477308149,-0.6616925308025303
gremlin,2,0.24934368329426282,-0.6326802508017946
bing ads,2,0.20301236097058345,-0.5150780426985807
google android,1,0.21341046523365745,-0.541614092636033
microsoft team foundation server,1,0.21766950029732327,-0.5524247473455387
dplyr,1,0.2390380026166115,-0.6066641458900216
mdx,1,0.2426991090592524,-0.6159570859608346
sisense,1,0.2711595422372857,-0.6881978426983144
moveit,1,0.21259158427598404,-0.5395355374822801
tibco spotfire,1,0.2711595422372857,-0.6881978426983144
hardhat,1,0.20367484569896982,-0.5169022929914351
weights & biases,1,0.21627183459991878,-0.5488770702242907
cockroachdb,1,0.22197947457992445,-0.5633647004287019
godot,1,0.2503519984510029,-0.6353823180867813
ibm websphere mq,1,0.24836765958594167,-0.6303454959014373
eclipse ide,1,0.26026313213376545,-0.6605396230684114
microsoft edge,1,3.269362801190048e-05,0.0
microsoft sharepoint,1,0.23695261513910895,-0.6013708332927304
akka,1,0.22865110673904715,-0.5802992197606538
ethers.js,1,0.20367484569896982,-0.5169022929914351
victoriametrics,1,0.24521327879068724,-0.622338771117528
